rssi;-53
address;f1:96:cd:ee:25:bd
rssi;-52
address;f9:b3:b2:3d:53:a5
rssi;-42
address;e3:6f:28:36:5a:db
rssi;-50
address;d1:0b:14:b3:18:6a
rssi;-53
address;fc:02:a0:fa:33:19
rssi;-47
address;f7:9c:08:9a:42:ed
rssi;-60
address;ef:86:35:dd:c3:f7
rssi;-58
address;d5:b1:89:8b:b8:c5
rssi;-43
address;f1:96:cd:ee:25:bd
rssi;-56
address;ef:86:35:dd:c3:f7
rssi;-54
address;d1:0b:14:b3:18:6a
rssi;-55
address;d5:b1:89:8b:b8:c5
rssi;-41
address;e3:6f:28:36:5a:db
rssi;-50
address;f7:9c:08:9a:42:ed
rssi;-58
address;fc:02:a0:fa:33:19
rssi;-47
address;f9:b3:b2:3d:53:a5
rssi;-44
address;f1:96:cd:ee:25:bd
rssi;-52
address;e3:6f:28:36:5a:db
rssi;-51
address;d1:0b:14:b3:18:6a
rssi;-58
address;fc:02:a0:fa:33:19
rssi;-48
address;f7:9c:08:9a:42:ed
rssi;-65
address;d5:b1:89:8b:b8:c5
rssi;-41
address;f9:b3:b2:3d:53:a5
rssi;-42
address;ef:86:35:dd:c3:f7
rssi;-58
address;e3:6f:28:36:5a:db
rssi;-50
address;f1:96:cd:ee:25:bd
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-56
address;fc:02:a0:fa:33:19
rssi;-50
address;f9:b3:b2:3d:53:a5
rssi;-42
address;f7:9c:08:9a:42:ed
rssi;-66
address;d5:b1:89:8b:b8:c5
rssi;-43
address;f9:b3:b2:3d:53:a5
rssi;-47
address;e3:6f:28:36:5a:db
rssi;-59
address;d1:0b:14:b3:18:6a
rssi;-58
address;fc:02:a0:fa:33:19
rssi;-50
address;f7:9c:08:9a:42:ed
rssi;-58
address;f1:96:cd:ee:25:bd
rssi;-53
address;d5:b1:89:8b:b8:c5
rssi;-40
address;f1:96:cd:ee:25:bd
rssi;-52
address;d5:b1:89:8b:b8:c5
rssi;-46
address;d1:0b:14:b3:18:6a
rssi;-55
address;e3:6f:28:36:5a:db
rssi;-57
address;fc:02:a0:fa:33:19
rssi;-48
address;f7:9c:08:9a:42:ed
rssi;-59
address;ef:86:35:dd:c3:f7
rssi;-48
address;f9:b3:b2:3d:53:a5
rssi;-48
address;f1:96:cd:ee:25:bd
rssi;-53
address;ef:86:35:dd:c3:f7
rssi;-53
address;e3:6f:28:36:5a:db
rssi;-58
address;d5:b1:89:8b:b8:c5
rssi;-40
address;d1:0b:14:b3:18:6a
rssi;-55
address;fc:02:a0:fa:33:19
rssi;-47
address;f7:9c:08:9a:42:ed
rssi;-59
address;f1:96:cd:ee:25:bd
rssi;-57
address;e3:6f:28:36:5a:db
rssi;-51
address;d1:0b:14:b3:18:6a
rssi;-53
address;fc:02:a0:fa:33:19
rssi;-44
address;f9:b3:b2:3d:53:a5
rssi;-41
address;f7:9c:08:9a:42:ed
rssi;-65
address;f1:96:cd:ee:25:bd
rssi;-55
address;e3:6f:28:36:5a:db
rssi;-51
address;d5:b1:89:8b:b8:c5
rssi;-42
address;f7:9c:08:9a:42:ed
rssi;-60
address;f9:b3:b2:3d:53:a5
rssi;-44
address;d1:0b:14:b3:18:6a
rssi;-63
address;fc:02:a0:fa:33:19
rssi;-51
address;d1:0b:14:b3:18:6a
rssi;-56
address;f7:9c:08:9a:42:ed
rssi;-64
address;f1:96:cd:ee:25:bd
rssi;-52
address;ef:86:35:dd:c3:f7
rssi;-57
address;d5:b1:89:8b:b8:c5
rssi;-44
address;e3:6f:28:36:5a:db
rssi;-57
address;fc:02:a0:fa:33:19
rssi;-50
address;f9:b3:b2:3d:53:a5
rssi;-42
address;f1:96:cd:ee:25:bd
rssi;-55
address;e3:6f:28:36:5a:db
rssi;-56
address;d1:0b:14:b3:18:6a
rssi;-72
address;fc:02:a0:fa:33:19
rssi;-48
address;f7:9c:08:9a:42:ed
rssi;-58
address;f9:b3:b2:3d:53:a5
rssi;-44
address;d5:b1:89:8b:b8:c5
rssi;-43
address;e3:6f:28:36:5a:db
rssi;-58
address;d1:0b:14:b3:18:6a
rssi;-55
address;f7:9c:08:9a:42:ed
rssi;-59
address;f1:96:cd:ee:25:bd
rssi;-52
address;fc:02:a0:fa:33:19
rssi;-50
address;f9:b3:b2:3d:53:a5
rssi;-49
address;ef:86:35:dd:c3:f7
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-67
address;fc:02:a0:fa:33:19
rssi;-49
address;f1:96:cd:ee:25:bd
rssi;-51
address;f9:b3:b2:3d:53:a5
rssi;-42
address;e3:6f:28:36:5a:db
rssi;-52
address;f7:9c:08:9a:42:ed
rssi;-58
address;fc:02:a0:fa:33:19
rssi;-51
address;f7:9c:08:9a:42:ed
rssi;-58
address;ef:86:35:dd:c3:f7
rssi;-52
address;f1:96:cd:ee:25:bd
rssi;-56
address;d5:b1:89:8b:b8:c5
rssi;-46
address;e3:6f:28:36:5a:db
rssi;-58
address;d1:0b:14:b3:18:6a
rssi;-56
address;f9:b3:b2:3d:53:a5
rssi;-47
address;f7:9c:08:9a:42:ed
rssi;-58
address;d1:0b:14:b3:18:6a
rssi;-41
address;fc:02:a0:fa:33:19
rssi;-34
address;f1:96:cd:ee:25:bd
rssi;-53
address;d5:b1:89:8b:b8:c5
rssi;-43
address;e3:6f:28:36:5a:db
rssi;-52
address;f9:b3:b2:3d:53:a5
rssi;-42
address;f7:9c:08:9a:42:ed
rssi;-60
address;ef:86:35:dd:c3:f7
rssi;-49
address;f1:96:cd:ee:25:bd
rssi;-56
address;d5:b1:89:8b:b8:c5
rssi;-43
address;e3:6f:28:36:5a:db
rssi;-50
address;d1:0b:14:b3:18:6a
rssi;-55
address;fc:02:a0:fa:33:19
rssi;-47
address;fc:02:a0:fa:33:19
rssi;-48
address;f1:96:cd:ee:25:bd
rssi;-49
address;f9:b3:b2:3d:53:a5
rssi;-41
address;e3:6f:28:36:5a:db
rssi;-51
address;d1:0b:14:b3:18:6a
rssi;-54
address;f7:9c:08:9a:42:ed
rssi;-64
address;ef:86:35:dd:c3:f7
rssi;-50
address;d5:b1:89:8b:b8:c5
rssi;-46
address;ef:86:35:dd:c3:f7
rssi;-57
address;d5:b1:89:8b:b8:c5
rssi;-44
address;e3:6f:28:36:5a:db
rssi;-62
address;d1:0b:14:b3:18:6a
rssi;-56
address;fc:02:a0:fa:33:19
rssi;-47
address;f7:9c:08:9a:42:ed
rssi;-64
address;f9:b3:b2:3d:53:a5
rssi;-48
address;f1:96:cd:ee:25:bd
rssi;-52
address;e3:6f:28:36:5a:db
rssi;-60
address;d1:0b:14:b3:18:6a
rssi;-56
address;fc:02:a0:fa:33:19
rssi;-47
address;f7:9c:08:9a:42:ed
rssi;-59
address;ef:86:35:dd:c3:f7
rssi;-52
address;f1:96:cd:ee:25:bd
rssi;-53
address;d5:b1:89:8b:b8:c5
rssi;-42
address;f9:b3:b2:3d:53:a5
rssi;-45
address;d5:b1:89:8b:b8:c5
rssi;-43
address;f1:96:cd:ee:25:bd
rssi;-53
address;e3:6f:28:36:5a:db
rssi;-50
address;d1:0b:14:b3:18:6a
rssi;-54
address;fc:02:a0:fa:33:19
rssi;-50
address;f9:b3:b2:3d:53:a5
rssi;-48
address;f7:9c:08:9a:42:ed
rssi;-65
address;e2:51:e0:31:ee:0e
rssi;-45
address;d1:0b:14:b3:18:6a
rssi;-56
address;fc:02:a0:fa:33:19
rssi;-50
address;f7:9c:08:9a:42:ed
rssi;-58
address;ef:86:35:dd:c3:f7
rssi;-51
address;f1:96:cd:ee:25:bd
rssi;-58
address;d5:b1:89:8b:b8:c5
rssi;-40
address;e3:6f:28:36:5a:db
rssi;-58
address;e2:51:e0:31:ee:0e
rssi;-47
address;e3:6f:28:36:5a:db
rssi;-57
address;d1:0b:14:b3:18:6a
rssi;-54
address;fc:02:a0:fa:33:19
rssi;-50
address;e2:51:e0:31:ee:0e
rssi;-43
address;f1:96:cd:ee:25:bd
rssi;-53
address;f7:9c:08:9a:42:ed
rssi;-65
address;ef:86:35:dd:c3:f7
rssi;-52
address;d5:b1:89:8b:b8:c5
rssi;-44
address;d1:0b:14:b3:18:6a
rssi;-56
address;fc:02:a0:fa:33:19
rssi;-50
address;f7:9c:08:9a:42:ed
rssi;-59
address;ef:86:35:dd:c3:f7
rssi;-57
address;e2:51:e0:31:ee:0e
rssi;-47
address;f1:96:cd:ee:25:bd
rssi;-58
address;e3:6f:28:36:5a:db
rssi;-51
address;f9:b3:b2:3d:53:a5
rssi;-45
address;d5:b1:89:8b:b8:c5
rssi;-42
address;e3:6f:28:36:5a:db
rssi;-63
address;fc:02:a0:fa:33:19
rssi;-50
address;f1:96:cd:ee:25:bd
rssi;-51
address;f9:b3:b2:3d:53:a5
rssi;-42
address;d1:0b:14:b3:18:6a
rssi;-68
address;f7:9c:08:9a:42:ed
rssi;-58
address;ef:86:35:dd:c3:f7
rssi;-35
address;e2:51:e0:31:ee:0e
rssi;-46
address;d5:b1:89:8b:b8:c5
rssi;-44
address;fc:02:a0:fa:33:19
rssi;-47
address;f7:9c:08:9a:42:ed
rssi;-58
address;ef:86:35:dd:c3:f7
rssi;-57
address;f1:96:cd:ee:25:bd
rssi;-58
address;e2:51:e0:31:ee:0e
rssi;-46
address;d5:b1:89:8b:b8:c5
rssi;-40
address;d1:0b:14:b3:18:6a
rssi;-54
address;e3:6f:28:36:5a:db
rssi;-49
address;f9:b3:b2:3d:53:a5
rssi;-48
address;f7:9c:08:9a:42:ed
rssi;-58
address;e2:51:e0:31:ee:0e
rssi;-44
address;fc:02:a0:fa:33:19
rssi;-49
address;e3:6f:28:36:5a:db
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-67
address;ef:86:35:dd:c3:f7
rssi;-50
address;f1:96:cd:ee:25:bd
rssi;-53
address;d5:b1:89:8b:b8:c5
rssi;-30
address;ef:86:35:dd:c3:f7
rssi;-51
address;f7:9c:08:9a:42:ed
rssi;-70
address;f1:96:cd:ee:25:bd
rssi;-58
address;d5:b1:89:8b:b8:c5
rssi;-42
address;e3:6f:28:36:5a:db
rssi;-49
address;d1:0b:14:b3:18:6a
rssi;-56
address;fc:02:a0:fa:33:19
rssi;-49
address;e2:51:e0:31:ee:0e
rssi;-43
address;f9:b3:b2:3d:53:a5
rssi;-48
address;f1:96:cd:ee:25:bd
rssi;-51
address;f9:b3:b2:3d:53:a5
rssi;-44
address;e3:6f:28:36:5a:db
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-55
address;fc:02:a0:fa:33:19
rssi;-50
address;f7:9c:08:9a:42:ed
rssi;-59
address;ef:86:35:dd:c3:f7
rssi;-57
address;d5:b1:89:8b:b8:c5
rssi;-42
address;e2:51:e0:31:ee:0e
rssi;-43
address;f1:96:cd:ee:25:bd
rssi;-59
address;e2:51:e0:31:ee:0e
rssi;-47
address;e3:6f:28:36:5a:db
rssi;-50
address;d1:0b:14:b3:18:6a
rssi;-57
address;fc:02:a0:fa:33:19
rssi;-48
address;f7:9c:08:9a:42:ed
rssi;-58
address;f9:b3:b2:3d:53:a5
rssi;-44
address;ef:86:35:dd:c3:f7
rssi;-34
address;d5:b1:89:8b:b8:c5
rssi;-31
address;f9:b3:b2:3d:53:a5
rssi;-47
address;e3:6f:28:36:5a:db
rssi;-57
address;d1:0b:14:b3:18:6a
rssi;-56
address;fc:02:a0:fa:33:19
rssi;-49
address;f7:9c:08:9a:42:ed
rssi;-64
address;ef:86:35:dd:c3:f7
rssi;-53
address;f1:96:cd:ee:25:bd
rssi;-54
address;e2:51:e0:31:ee:0e
rssi;-43
address;d5:b1:89:8b:b8:c5
rssi;-40
address;f1:96:cd:ee:25:bd
rssi;-60
address;e3:6f:28:36:5a:db
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-63
address;fc:02:a0:fa:33:19
rssi;-51
address;f9:b3:b2:3d:53:a5
rssi;-44
address;f7:9c:08:9a:42:ed
rssi;-63
address;ef:86:35:dd:c3:f7
rssi;-56
address;d5:b1:89:8b:b8:c5
rssi;-43
address;e3:6f:28:36:5a:db
rssi;-51
address;f9:b3:b2:3d:53:a5
rssi;-42
address;d1:0b:14:b3:18:6a
rssi;-55
address;fc:02:a0:fa:33:19
rssi;-48
address;ef:86:35:dd:c3:f7
rssi;-53
address;f7:9c:08:9a:42:ed
rssi;-44
address;f1:96:cd:ee:25:bd
rssi;-50
address;d5:b1:89:8b:b8:c5
rssi;-41
address;e3:6f:28:36:5a:db
rssi;-53
address;d1:0b:14:b3:18:6a
rssi;-68
address;fc:02:a0:fa:33:19
rssi;-48
address;f7:9c:08:9a:42:ed
rssi;-63
address;f1:96:cd:ee:25:bd
rssi;-53
address;f9:b3:b2:3d:53:a5
rssi;-49
address;ef:86:35:dd:c3:f7
rssi;-60
address;d5:b1:89:8b:b8:c5
rssi;-30
address;fc:02:a0:fa:33:19
rssi;-51
address;f7:9c:08:9a:42:ed
rssi;-43
address;ef:86:35:dd:c3:f7
rssi;-50
address;f1:96:cd:ee:25:bd
rssi;-53
address;d5:b1:89:8b:b8:c5
rssi;-44
address;e3:6f:28:36:5a:db
rssi;-34
address;d1:0b:14:b3:18:6a
rssi;-58
address;f9:b3:b2:3d:53:a5
rssi;-48
address;d1:0b:14:b3:18:6a
rssi;-58
address;fc:02:a0:fa:33:19
rssi;-34
address;f7:9c:08:9a:42:ed
rssi;-58
address;f1:96:cd:ee:25:bd
rssi;-51
address;e3:6f:28:36:5a:db
rssi;-56
address;f9:b3:b2:3d:53:a5
rssi;-44
address;ef:86:35:dd:c3:f7
rssi;-51
address;d5:b1:89:8b:b8:c5
rssi;-40
address;fc:02:a0:fa:33:19
rssi;-51
address;f7:9c:08:9a:42:ed
rssi;-42
address;ef:86:35:dd:c3:f7
rssi;-56
address;f1:96:cd:ee:25:bd
rssi;-55
address;e3:6f:28:36:5a:db
rssi;-50
address;d1:0b:14:b3:18:6a
rssi;-85
address;f9:b3:b2:3d:53:a5
rssi;-48
address;d5:b1:89:8b:b8:c5
rssi;-45
address;fc:02:a0:fa:33:19
rssi;-50
address;f1:96:cd:ee:25:bd
rssi;-52
address;f9:b3:b2:3d:53:a5
rssi;-42
address;d1:0b:14:b3:18:6a
rssi;-56
address;f7:9c:08:9a:42:ed
rssi;-58
address;ef:86:35:dd:c3:f7
rssi;-50
address;d5:b1:89:8b:b8:c5
rssi;-42
address;e3:6f:28:36:5a:db
rssi;-58
address;d1:0b:14:b3:18:6a
rssi;-55
address;e3:6f:28:36:5a:db
rssi;-51
address;fc:02:a0:fa:33:19
rssi;-50
address;f1:96:cd:ee:25:bd
rssi;-53
address;ef:86:35:dd:c3:f7
rssi;-50
address;f7:9c:08:9a:42:ed
rssi;-64
address;d5:b1:89:8b:b8:c5
rssi;-40
address;fc:02:a0:fa:33:19
rssi;-50
address;ef:86:35:dd:c3:f7
rssi;-53
address;f7:9c:08:9a:42:ed
rssi;-58
address;d5:b1:89:8b:b8:c5
rssi;-43
address;e3:6f:28:36:5a:db
rssi;-60
address;d1:0b:14:b3:18:6a
rssi;-77
address;f1:96:cd:ee:25:bd
rssi;-57
address;f9:b3:b2:3d:53:a5
rssi;-48
address;d1:0b:14:b3:18:6a
rssi;-56
address;f1:96:cd:ee:25:bd
rssi;-53
address;f9:b3:b2:3d:53:a5
rssi;-44
address;e3:6f:28:36:5a:db
rssi;-56
address;f7:9c:08:9a:42:ed
rssi;-63
address;d5:b1:89:8b:b8:c5
rssi;-40
address;fc:02:a0:fa:33:19
rssi;-50
address;ef:86:35:dd:c3:f7
rssi;-52
address;d5:b1:89:8b:b8:c5
rssi;-44
address;f7:9c:08:9a:42:ed
rssi;-62
address;f1:96:cd:ee:25:bd
rssi;-52
address;e3:6f:28:36:5a:db
rssi;-50
address;d1:0b:14:b3:18:6a
rssi;-57
address;fc:02:a0:fa:33:19
rssi;-50
address;f9:b3:b2:3d:53:a5
rssi;-41
address;f7:9c:08:9a:42:ed
rssi;-59
address;fc:02:a0:fa:33:19
rssi;-48
address;f1:96:cd:ee:25:bd
rssi;-58
address;e3:6f:28:36:5a:db
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-55
address;ef:86:35:dd:c3:f7
rssi;-53
address;f9:b3:b2:3d:53:a5
rssi;-44
address;d5:b1:89:8b:b8:c5
rssi;-40
address;f1:96:cd:ee:25:bd
rssi;-53
address;f7:9c:08:9a:42:ed
rssi;-59
address;e3:6f:28:36:5a:db
rssi;-56
address;d1:0b:14:b3:18:6a
rssi;-59
address;fc:02:a0:fa:33:19
rssi;-51
address;f9:b3:b2:3d:53:a5
rssi;-45
address;ef:86:35:dd:c3:f7
rssi;-49
address;f9:b3:b2:3d:53:a5
rssi;-43
address;e3:6f:28:36:5a:db
rssi;-50
address;d1:0b:14:b3:18:6a
rssi;-59
address;ef:86:35:dd:c3:f7
rssi;-60
address;f7:9c:08:9a:42:ed
rssi;-59
address;d5:b1:89:8b:b8:c5
rssi;-46
address;f1:96:cd:ee:25:bd
rssi;-53
address;fc:02:a0:fa:33:19
rssi;-49
address;e3:6f:28:36:5a:db
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-59
address;fc:02:a0:fa:33:19
rssi;-47
address;f7:9c:08:9a:42:ed
rssi;-69
address;f9:b3:b2:3d:53:a5
rssi;-45
address;d5:b1:89:8b:b8:c5
rssi;-44
address;f1:96:cd:ee:25:bd
rssi;-38
address;f9:b3:b2:3d:53:a5
rssi;-44
address;d1:0b:14:b3:18:6a
rssi;-59
address;ef:86:35:dd:c3:f7
rssi;-52
address;f7:9c:08:9a:42:ed
rssi;-63
address;f1:96:cd:ee:25:bd
rssi;-54
address;e3:6f:28:36:5a:db
rssi;-56
address;fc:02:a0:fa:33:19
rssi;-49
address;d1:0b:14:b3:18:6a
rssi;-67
address;fc:02:a0:fa:33:19
rssi;-48
address;f7:9c:08:9a:42:ed
rssi;-59
address;f1:96:cd:ee:25:bd
rssi;-52
address;f9:b3:b2:3d:53:a5
rssi;-43
address;e3:6f:28:36:5a:db
rssi;-49
address;ef:86:35:dd:c3:f7
rssi;-52
address;f9:b3:b2:3d:53:a5
rssi;-48
address;d1:0b:14:b3:18:6a
rssi;-59
address;ef:86:35:dd:c3:f7
rssi;-54
address;fc:02:a0:fa:33:19
rssi;-49
address;f7:9c:08:9a:42:ed
rssi;-59
address;f1:96:cd:ee:25:bd
rssi;-53
address;e3:6f:28:36:5a:db
rssi;-51
address;d1:0b:14:b3:18:6a
rssi;-60
address;e3:6f:28:36:5a:db
rssi;-52
address;fc:02:a0:fa:33:19
rssi;-48
address;f7:9c:08:9a:42:ed
rssi;-57
address;f9:b3:b2:3d:53:a5
rssi;-43
address;ef:86:35:dd:c3:f7
rssi;-49
address;d5:b1:89:8b:b8:c5
rssi;-46
address;f1:96:cd:ee:25:bd
rssi;-54
address;ef:86:35:dd:c3:f7
rssi;-54
address;fc:02:a0:fa:33:19
rssi;-49
address;d5:b1:89:8b:b8:c5
rssi;-44
address;f1:96:cd:ee:25:bd
rssi;-53
address;e3:6f:28:36:5a:db
rssi;-50
address;d1:0b:14:b3:18:6a
rssi;-58
address;f7:9c:08:9a:42:ed
rssi;-59
address;d1:0b:14:b3:18:6a
rssi;-59
address;fc:02:a0:fa:33:19
rssi;-48
address;f7:9c:08:9a:42:ed
rssi;-58
address;f1:96:cd:ee:25:bd
rssi;-56
address;f9:b3:b2:3d:53:a5
rssi;-43
address;e3:6f:28:36:5a:db
rssi;-51
address;d5:b1:89:8b:b8:c5
rssi;-43
address;fc:02:a0:fa:33:19
rssi;-52
address;d5:b1:89:8b:b8:c5
rssi;-44
address;f7:9c:08:9a:42:ed
rssi;-59
address;e3:6f:28:36:5a:db
rssi;-56
address;d1:0b:14:b3:18:6a
rssi;-59
address;f9:b3:b2:3d:53:a5
rssi;-34
address;fc:02:a0:fa:33:19
rssi;-51
address;f1:96:cd:ee:25:bd
rssi;-37
address;f9:b3:b2:3d:53:a5
rssi;-44
address;e3:6f:28:36:5a:db
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-59
address;ef:86:35:dd:c3:f7
rssi;-54
address;d5:b1:89:8b:b8:c5
rssi;-40
address;f7:9c:08:9a:42:ed
rssi;-58
address;f7:9c:08:9a:42:ed
rssi;-58
address;e3:6f:28:36:5a:db
rssi;-50
address;d1:0b:14:b3:18:6a
rssi;-58
address;fc:02:a0:fa:33:19
rssi;-49
address;f1:96:cd:ee:25:bd
rssi;-54
address;f9:b3:b2:3d:53:a5
rssi;-48
address;ef:86:35:dd:c3:f7
rssi;-53
address;f1:96:cd:ee:25:bd
rssi;-51
address;e3:6f:28:36:5a:db
rssi;-53
address;d1:0b:14:b3:18:6a
rssi;-70
address;f7:9c:08:9a:42:ed
rssi;-59
address;fc:02:a0:fa:33:19
rssi;-52
address;f9:b3:b2:3d:53:a5
rssi;-45
address;ef:86:35:dd:c3:f7
rssi;-52
address;d5:b1:89:8b:b8:c5
rssi;-42
address;f1:96:cd:ee:25:bd
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-70
address;e3:6f:28:36:5a:db
rssi;-52
address;fc:02:a0:fa:33:19
rssi;-52
address;f7:9c:08:9a:42:ed
rssi;-59
address;ef:86:35:dd:c3:f7
rssi;-49
address;d5:b1:89:8b:b8:c5
rssi;-41
address;f9:b3:b2:3d:53:a5
rssi;-45
address;e3:6f:28:36:5a:db
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-59
address;d5:b1:89:8b:b8:c5
rssi;-44
address;fc:02:a0:fa:33:19
rssi;-49
address;f7:9c:08:9a:42:ed
rssi;-63
address;f1:96:cd:ee:25:bd
rssi;-57
address;ef:86:35:dd:c3:f7
rssi;-49
address;e3:6f:28:36:5a:db
rssi;-56
address;d1:0b:14:b3:18:6a
rssi;-54
address;fc:02:a0:fa:33:19
rssi;-52
address;f9:b3:b2:3d:53:a5
rssi;-48
address;f7:9c:08:9a:42:ed
rssi;-63
address;f1:96:cd:ee:25:bd
rssi;-51
address;ef:86:35:dd:c3:f7
rssi;-49
address;d1:0b:14:b3:18:6a
rssi;-59
address;d5:b1:89:8b:b8:c5
rssi;-41
address;f7:9c:08:9a:42:ed
rssi;-43
address;f1:96:cd:ee:25:bd
rssi;-63
address;e3:6f:28:36:5a:db
rssi;-50
address;fc:02:a0:fa:33:19
rssi;-49
address;e3:6f:28:36:5a:db
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-59
address;f1:96:cd:ee:25:bd
rssi;-54
address;f9:b3:b2:3d:53:a5
rssi;-41
address;d5:b1:89:8b:b8:c5
rssi;-44
address;f7:9c:08:9a:42:ed
rssi;-69
address;d5:b1:89:8b:b8:c5
rssi;-30
address;fc:02:a0:fa:33:19
rssi;-49
address;f7:9c:08:9a:42:ed
rssi;-59
address;f1:96:cd:ee:25:bd
rssi;-57
address;d1:0b:14:b3:18:6a
rssi;-71
address;f9:b3:b2:3d:53:a5
rssi;-37
address;e3:6f:28:36:5a:db
rssi;-57
address;ef:86:35:dd:c3:f7
rssi;-39
address;d1:0b:14:b3:18:6a
rssi;-59
address;fc:02:a0:fa:33:19
rssi;-49
address;f1:96:cd:ee:25:bd
rssi;-38
address;f9:b3:b2:3d:53:a5
rssi;-46
address;e3:6f:28:36:5a:db
rssi;-52
address;f7:9c:08:9a:42:ed
rssi;-47
address;ef:86:35:dd:c3:f7
rssi;-54
address;f7:9c:08:9a:42:ed
rssi;-60
address;f1:96:cd:ee:25:bd
rssi;-55
address;d1:0b:14:b3:18:6a
rssi;-70
address;fc:02:a0:fa:33:19
rssi;-38
address;f9:b3:b2:3d:53:a5
rssi;-48
address;e3:6f:28:36:5a:db
rssi;-56
address;ef:86:35:dd:c3:f7
rssi;-49
address;d5:b1:89:8b:b8:c5
rssi;-42
address;fc:02:a0:fa:33:19
rssi;-49
address;f1:96:cd:ee:25:bd
rssi;-54
address;f9:b3:b2:3d:53:a5
rssi;-41
address;e3:6f:28:36:5a:db
rssi;-52
address;d5:b1:89:8b:b8:c5
rssi;-46
address;f7:9c:08:9a:42:ed
rssi;-61
address;d1:0b:14:b3:18:6a
rssi;-58
address;f1:96:cd:ee:25:bd
rssi;-56
address;e3:6f:28:36:5a:db
rssi;-55
address;d1:0b:14:b3:18:6a
rssi;-61
address;fc:02:a0:fa:33:19
rssi;-52
address;f7:9c:08:9a:42:ed
rssi;-43
address;f9:b3:b2:3d:53:a5
rssi;-48
address;ef:86:35:dd:c3:f7
rssi;-54
address;d5:b1:89:8b:b8:c5
rssi;-44
address;e2:51:e0:31:ee:0e
rssi;-45
address;f9:b3:b2:3d:53:a5
rssi;-42
address;e3:6f:28:36:5a:db
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-60
address;e2:51:e0:31:ee:0e
rssi;-45
address;fc:02:a0:fa:33:19
rssi;-50
address;f7:9c:08:9a:42:ed
rssi;-59
address;f1:96:cd:ee:25:bd
rssi;-52
address;f1:96:cd:ee:25:bd
rssi;-53
address;e2:51:e0:31:ee:0e
rssi;-31
address;e3:6f:28:36:5a:db
rssi;-50
address;d1:0b:14:b3:18:6a
rssi;-69
address;f7:9c:08:9a:42:ed
rssi;-63
address;fc:02:a0:fa:33:19
rssi;-49
address;f9:b3:b2:3d:53:a5
rssi;-41
address;d5:b1:89:8b:b8:c5
rssi;-42
address;f9:b3:b2:3d:53:a5
rssi;-45
address;ef:86:35:dd:c3:f7
rssi;-54
address;d1:0b:14:b3:18:6a
rssi;-58
address;e2:51:e0:31:ee:0e
rssi;-47
address;f7:9c:08:9a:42:ed
rssi;-58
address;f1:96:cd:ee:25:bd
rssi;-56
address;e3:6f:28:36:5a:db
rssi;-50
address;fc:02:a0:fa:33:19
rssi;-50
address;d5:b1:89:8b:b8:c5
rssi;-44
address;e3:6f:28:36:5a:db
rssi;-53
address;d1:0b:14:b3:18:6a
rssi;-60
address;e2:51:e0:31:ee:0e
rssi;-45
address;fc:02:a0:fa:33:19
rssi;-51
address;f1:96:cd:ee:25:bd
rssi;-52
address;f9:b3:b2:3d:53:a5
rssi;-41
address;ef:86:35:dd:c3:f7
rssi;-53
address;d5:b1:89:8b:b8:c5
rssi;-41
address;f7:9c:08:9a:42:ed
rssi;-58
address;d5:b1:89:8b:b8:c5
rssi;-46
address;e2:51:e0:31:ee:0e
rssi;-43
address;fc:02:a0:fa:33:19
rssi;-49
address;f7:9c:08:9a:42:ed
rssi;-59
address;f1:96:cd:ee:25:bd
rssi;-57
address;e3:6f:28:36:5a:db
rssi;-55
address;d1:0b:14:b3:18:6a
rssi;-60
address;ef:86:35:dd:c3:f7
rssi;-52
address;e3:6f:28:36:5a:db
rssi;-50
address;d1:0b:14:b3:18:6a
rssi;-60
address;fc:02:a0:fa:33:19
rssi;-51
address;f7:9c:08:9a:42:ed
rssi;-58
address;f1:96:cd:ee:25:bd
rssi;-53
address;f9:b3:b2:3d:53:a5
rssi;-47
address;ef:86:35:dd:c3:f7
rssi;-54
address;e2:51:e0:31:ee:0e
rssi;-47
address;d5:b1:89:8b:b8:c5
rssi;-42
address;f7:9c:08:9a:42:ed
rssi;-62
address;e2:51:e0:31:ee:0e
rssi;-44
address;e3:6f:28:36:5a:db
rssi;-52
address;d1:0b:14:b3:18:6a
rssi;-57
address;fc:02:a0:fa:33:19
rssi;-35
address;ef:86:35:dd:c3:f7
rssi;-52
address;f9:b3:b2:3d:53:a5
rssi;-41
address;d5:b1:89:8b:b8:c5
rssi;-44
address;f1:96:cd:ee:25:bd
rssi;-53
address;f1:96:cd:ee:25:bd
rssi;-53
address;ef:86:35:dd:c3:f7
rssi;-49
address;f9:b3:b2:3d:53:a5
rssi;-43
address;d1:0b:14:b3:18:6a
rssi;-68
address;d5:b1:89:8b:b8:c5
rssi;-44
